appid,review
275850,"it is ok alone i guess, but with friends it is really, really, really, fun"
211820,"It is annoying to get the multiplayer running, but the game itself is alright I guess."
380,MASTERPIECE
457140,10/10 Would run out of oxygen in the middle of piss and puke again.
730,"It's an amazing game that has semi-decent grafics if you run it on high and it is very well balanced.It has no diffrent ""Abilities"" as all guns and characters are the same (Unless said gun is or hase a scilencer)The only reason you should win a fight is skill because this game is all about it.It has nice comps(If their anren't hackers, trollers, ect.)But all in all this is an amazing game that is very fun and worth your while if you like FPS games.10/10"
263980,"Really good game, great theme, music, and replayability"
441870,󠀡
512490,i remember playing the first game on 360 with my friends. im so glad that they got this one on steam.
594650,"Great game, lots of fun, every round is a gamble whether or not your going to come out dead and gearless, rich and still geared, or lucky enough to get out with your gear.

UPDATE: The game is still a masterpiece, and cant wait to see what else they come up with, hope it stays alive."
242920,Its epic
271590,"Bad move attacking the modding community, good luck with future PC sales."
872790,"Hi peeps,
Pre orderd and started right away from day one (beta).  Played 4.5 hrs and would probably continue but it was too late. Let me say this is by far the best experience in recent years. Tactics really matter and are wonderfully done. What I like is that is actually visible in 3d match. Training is maybe most refreshing cause it 's onteresting and you can tailor it as you wish. Change it when you want, just many options. 
Oh lets not forget UI is best default ever. Larger fonts for clubs and changing colors in general look very transparent ... good choice SI.

All in all 9.5/10.

Highly recommend!"
319910,"This is 1/3 of a game. Literally, it just ends  after 1/3 of your quest is done, no plot threads resolved, the villain still at large, a cliffhanger blatantly left there for you to buy the sequel, which is doubtful they'll ever even make due to [i]this[/i] game's bad reception. It's an insult to the franchise and it's fans. Do not give Frozenbyte the satisfaction of seeing your money for [i]this[/i] unfinished kick in the nuts."
674940,solid game
250320,"Yes, yes, yes! If you like well written and executed stories paired with good production values (graphics, soundtrack, voice acting etc.) then this game is for you. I always though that children's fairytales were shite until I played this game. I'm not sure I can think of anyone who wouldn't enjoy this game. *****"
24240,Basically payday 2 but more intense and unforgiving.
17440,it doesnt have auto saves and sometimes it crashes randomly.
262060,"Easily one of my favorite games. I love dismissing characters once they go insane, feels so cruel."
359320,"STEEP learning curve, but thats most of the fun. You feel like youre really on your own in the galaxy. Best space sim I've ever tried. Brings me back to my Colony Wars days on PSX. Tremendous game!!!!!!"
